cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_ME_hit
chr2_1827758,ambiguous,chr2,1827758,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827956,ambiguous,chr2,1827956,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827963,ambiguous,chr2,1827963,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827987,constitutive,chr2,1827987,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1827991,ambiguous,chr2,1827991,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828037,ambiguous,chr2,1828037,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828062,constitutive,chr2,1828062,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828068,ambiguous,chr2,1828068,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828082,ambiguous,chr2,1828082,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828129,ambiguous,chr2,1828129,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828131,ambiguous,chr2,1828131,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828208,ambiguous,chr2,1828208,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828463,ambiguous,chr2,1828463,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828500,ME,chr2,1828500,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828515,ambiguous,chr2,1828515,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828613,ambiguous,chr2,1828613,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1828878,ambiguous,chr2,1828878,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1829107,ambiguous,chr2,1829107,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1829136,ambiguous,chr2,1829136,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830001,ambiguous,chr2,1830001,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830004,ambiguous,chr2,1830004,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830008,ambiguous,chr2,1830008,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830097,ambiguous,chr2,1830097,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830169,constitutive,chr2,1830169,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830210,ambiguous,chr2,1830210,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830246,ambiguous,chr2,1830246,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830371,constitutive,chr2,1830371,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830489,ambiguous,chr2,1830489,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830497,constitutive,chr2,1830497,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830834,ambiguous,chr2,1830834,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830912,constitutive,chr2,1830912,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1830954,constitutive,chr2,1830954,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831028,ME,chr2,1831028,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831064,ambiguous,chr2,1831064,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831130,constitutive,chr2,1831130,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831138,constitutive,chr2,1831138,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831141,constitutive,chr2,1831141,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831143,constitutive,chr2,1831143,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831441,constitutive,chr2,1831441,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831462,ME,chr2,1831462,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831465,ambiguous,chr2,1831465,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831479,ambiguous,chr2,1831479,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831548,ambiguous,chr2,1831548,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831623,ambiguous,chr2,1831623,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831651,ambiguous,chr2,1831651,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831673,constitutive,chr2,1831673,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831681,ambiguous,chr2,1831681,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831738,constitutive,chr2,1831738,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831781,constitutive,chr2,1831781,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831790,constitutive,chr2,1831790,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831868,ambiguous,chr2,1831868,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831915,ambiguous,chr2,1831915,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831924,constitutive,chr2,1831924,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831926,constitutive,chr2,1831926,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831947,constitutive,chr2,1831947,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1831954,constitutive,chr2,1831954,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832012,ambiguous,chr2,1832012,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832072,ambiguous,chr2,1832072,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832388,constitutive,chr2,1832388,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832415,constitutive,chr2,1832415,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832466,constitutive,chr2,1832466,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832501,constitutive,chr2,1832501,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832637,constitutive,chr2,1832637,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832657,constitutive,chr2,1832657,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832659,constitutive,chr2,1832659,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832687,constitutive,chr2,1832687,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832840,constitutive,chr2,1832840,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832940,ambiguous,chr2,1832940,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832970,constitutive,chr2,1832970,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1832980,constitutive,chr2,1832980,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833010,constitutive,chr2,1833010,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833014,constitutive,chr2,1833014,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833036,ambiguous,chr2,1833036,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833046,constitutive,chr2,1833046,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833085,ambiguous,chr2,1833085,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833192,ambiguous,chr2,1833192,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833216,constitutive,chr2,1833216,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833268,ambiguous,chr2,1833268,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833319,ambiguous,chr2,1833319,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833357,ambiguous,chr2,1833357,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833429,ambiguous,chr2,1833429,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833515,ambiguous,chr2,1833515,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833541,ambiguous,chr2,1833541,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833679,ambiguous,chr2,1833679,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833700,ambiguous,chr2,1833700,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833814,ambiguous,chr2,1833814,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833837,ambiguous,chr2,1833837,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833869,constitutive,chr2,1833869,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833883,ambiguous,chr2,1833883,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833889,ambiguous,chr2,1833889,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833920,constitutive,chr2,1833920,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833974,ambiguous,chr2,1833974,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1833980,ambiguous,chr2,1833980,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834229,ambiguous,chr2,1834229,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834235,ambiguous,chr2,1834235,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834237,ambiguous,chr2,1834237,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834368,constitutive,chr2,1834368,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834529,ambiguous,chr2,1834529,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834570,ambiguous,chr2,1834570,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834687,ambiguous,chr2,1834687,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834725,constitutive,chr2,1834725,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834786,constitutive,chr2,1834786,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834819,ambiguous,chr2,1834819,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1834852,ambiguous,chr2,1834852,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835463,ambiguous,chr2,1835463,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835608,ambiguous,chr2,1835608,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835655,ambiguous,chr2,1835655,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835694,ambiguous,chr2,1835694,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835704,ambiguous,chr2,1835704,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835754,ambiguous,chr2,1835754,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835757,ambiguous,chr2,1835757,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835802,ambiguous,chr2,1835802,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835822,ambiguous,chr2,1835822,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835863,ambiguous,chr2,1835863,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835900,ambiguous,chr2,1835900,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1835916,ambiguous,chr2,1835916,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1836191,ambiguous,chr2,1836191,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1836474,ambiguous,chr2,1836474,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1836574,constitutive,chr2,1836574,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837037,ambiguous,chr2,1837037,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837047,ambiguous,chr2,1837047,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837271,ambiguous,chr2,1837271,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837296,ambiguous,chr2,1837296,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837321,ambiguous,chr2,1837321,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837331,ambiguous,chr2,1837331,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837343,ambiguous,chr2,1837343,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837360,ambiguous,chr2,1837360,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837574,ambiguous,chr2,1837574,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837580,ambiguous,chr2,1837580,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837582,ambiguous,chr2,1837582,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837628,ambiguous,chr2,1837628,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837661,ambiguous,chr2,1837661,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837703,ambiguous,chr2,1837703,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837827,ambiguous,chr2,1837827,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1837997,ambiguous,chr2,1837997,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838036,ambiguous,chr2,1838036,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838056,constitutive,chr2,1838056,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838058,constitutive,chr2,1838058,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838070,constitutive,chr2,1838070,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838165,ambiguous,chr2,1838165,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838209,constitutive,chr2,1838209,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838395,constitutive,chr2,1838395,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838410,constitutive,chr2,1838410,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838482,ambiguous,chr2,1838482,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838535,ambiguous,chr2,1838535,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838554,constitutive,chr2,1838554,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838569,constitutive,chr2,1838569,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838596,constitutive,chr2,1838596,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838607,constitutive,chr2,1838607,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838633,constitutive,chr2,1838633,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838764,constitutive,chr2,1838764,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838796,constitutive,chr2,1838796,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838813,ambiguous,chr2,1838813,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1838902,ambiguous,chr2,1838902,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839052,constitutive,chr2,1839052,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839075,ambiguous,chr2,1839075,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839088,constitutive,chr2,1839088,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839097,ambiguous,chr2,1839097,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839104,constitutive,chr2,1839104,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839130,constitutive,chr2,1839130,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839136,constitutive,chr2,1839136,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839138,constitutive,chr2,1839138,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839152,constitutive,chr2,1839152,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839171,constitutive,chr2,1839171,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839177,ambiguous,chr2,1839177,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839189,ambiguous,chr2,1839189,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839192,constitutive,chr2,1839192,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839202,constitutive,chr2,1839202,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839223,constitutive,chr2,1839223,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839232,constitutive,chr2,1839232,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839267,ambiguous,chr2,1839267,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839286,constitutive,chr2,1839286,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839300,constitutive,chr2,1839300,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839321,constitutive,chr2,1839321,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839364,constitutive,chr2,1839364,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839412,ambiguous,chr2,1839412,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839415,ambiguous,chr2,1839415,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839450,ambiguous,chr2,1839450,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839664,ambiguous,chr2,1839664,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839688,constitutive,chr2,1839688,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839750,constitutive,chr2,1839750,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839764,constitutive,chr2,1839764,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839792,ambiguous,chr2,1839792,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839833,ambiguous,chr2,1839833,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839893,ambiguous,chr2,1839893,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839916,constitutive,chr2,1839916,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1839934,ambiguous,chr2,1839934,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1840000,constitutive,chr2,1840000,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1840029,constitutive,chr2,1840029,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1840251,ambiguous,chr2,1840251,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1840288,constitutive,chr2,1840288,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1840399,constitutive,chr2,1840399,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1840660,constitutive,chr2,1840660,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1840708,ambiguous,chr2,1840708,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1840972,constitutive,chr2,1840972,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841004,constitutive,chr2,1841004,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841060,constitutive,chr2,1841060,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841095,ambiguous,chr2,1841095,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841106,constitutive,chr2,1841106,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841126,constitutive,chr2,1841126,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841140,constitutive,chr2,1841140,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841156,constitutive,chr2,1841156,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841354,ME,chr2,1841354,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841365,constitutive,chr2,1841365,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841399,constitutive,chr2,1841399,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841406,constitutive,chr2,1841406,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841428,constitutive,chr2,1841428,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841431,ambiguous,chr2,1841431,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841589,ambiguous,chr2,1841589,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841609,ME,chr2,1841609,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841629,ambiguous,chr2,1841629,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841648,ambiguous,chr2,1841648,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841676,ambiguous,chr2,1841676,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841678,ambiguous,chr2,1841678,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841684,ambiguous,chr2,1841684,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841688,ME,chr2,1841688,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841694,ambiguous,chr2,1841694,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841700,ambiguous,chr2,1841700,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841709,ambiguous,chr2,1841709,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841804,ambiguous,chr2,1841804,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841849,ambiguous,chr2,1841849,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1841887,ambiguous,chr2,1841887,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842090,constitutive,chr2,1842090,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842092,constitutive,chr2,1842092,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842098,constitutive,chr2,1842098,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842101,constitutive,chr2,1842101,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842111,constitutive,chr2,1842111,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842160,ambiguous,chr2,1842160,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842200,ambiguous,chr2,1842200,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842311,ambiguous,chr2,1842311,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842327,ambiguous,chr2,1842327,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842337,ambiguous,chr2,1842337,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842344,ambiguous,chr2,1842344,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842382,ambiguous,chr2,1842382,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842426,constitutive,chr2,1842426,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842690,ambiguous,chr2,1842690,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842714,constitutive,chr2,1842714,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842727,constitutive,chr2,1842727,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842729,constitutive,chr2,1842729,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842753,constitutive,chr2,1842753,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842759,constitutive,chr2,1842759,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842791,constitutive,chr2,1842791,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842797,constitutive,chr2,1842797,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842829,constitutive,chr2,1842829,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842857,ambiguous,chr2,1842857,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842872,constitutive,chr2,1842872,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842882,constitutive,chr2,1842882,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842888,constitutive,chr2,1842888,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842898,constitutive,chr2,1842898,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842904,constitutive,chr2,1842904,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842914,constitutive,chr2,1842914,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842920,constitutive,chr2,1842920,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842930,constitutive,chr2,1842930,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842936,constitutive,chr2,1842936,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842946,constitutive,chr2,1842946,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842952,constitutive,chr2,1842952,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842962,constitutive,chr2,1842962,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842964,constitutive,chr2,1842964,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1842966,constitutive,chr2,1842966,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843025,constitutive,chr2,1843025,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843035,constitutive,chr2,1843035,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843053,ambiguous,chr2,1843053,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843065,constitutive,chr2,1843065,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843067,constitutive,chr2,1843067,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843072,ambiguous,chr2,1843072,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843081,constitutive,chr2,1843081,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843090,constitutive,chr2,1843090,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843311,ambiguous,chr2,1843311,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843425,ambiguous,chr2,1843425,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843476,constitutive,chr2,1843476,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843626,constitutive,chr2,1843626,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843674,constitutive,chr2,1843674,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843729,ambiguous,chr2,1843729,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843755,ambiguous,chr2,1843755,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843902,constitutive,chr2,1843902,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1843910,constitutive,chr2,1843910,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844125,constitutive,chr2,1844125,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844160,ambiguous,chr2,1844160,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844163,constitutive,chr2,1844163,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844251,constitutive,chr2,1844251,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844349,ambiguous,chr2,1844349,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844523,constitutive,chr2,1844523,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844542,constitutive,chr2,1844542,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844565,constitutive,chr2,1844565,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844597,constitutive,chr2,1844597,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844612,constitutive,chr2,1844612,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844655,constitutive,chr2,1844655,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844799,ambiguous,chr2,1844799,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1844862,ambiguous,chr2,1844862,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845009,ambiguous,chr2,1845009,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845052,ambiguous,chr2,1845052,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845064,constitutive,chr2,1845064,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845081,ambiguous,chr2,1845081,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845095,ambiguous,chr2,1845095,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845170,ambiguous,chr2,1845170,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845193,constitutive,chr2,1845193,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845211,constitutive,chr2,1845211,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845253,constitutive,chr2,1845253,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845266,constitutive,chr2,1845266,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845301,ambiguous,chr2,1845301,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845312,ambiguous,chr2,1845312,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845471,ambiguous,chr2,1845471,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845488,ambiguous,chr2,1845488,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845524,ambiguous,chr2,1845524,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845642,constitutive,chr2,1845642,MYT1L,1789113,2331664,TRUE,FALSE
chr2_1845658,ambiguous,chr2,1845658,MYT1L,1789113,2331664,TRUE,FALSE
